Geog Key;Geog Name;Prod Key;Prod Name;Periode;P06 2014;P07 2014;P08 2014;P09 2014;P10 2014;P11 2014;P12 2014;P01 2015;P02 2015;P03 2015;P04 2015;P05 2015
657558;XXX BORDEAUX 1200;1;TOTAL SDV;A-1;3.5385776968592;3.0500500954269;2.9002474254039;3.243192351589;3.2815354984682;3.2317190789041;2.5977956748767;3.4037083029139;3.551631162241;3.5870837258557;3.5029821638375;3.5813960286476
0;XXX BORDEAUX 1200;1;TOTAL SDV;Ecart vs A-1;0.0078707472424107;-0.02167593415112;-0.09488710539501;0.14747743189121;0.23677982909337;-0.01183718541242;0.030459248591073;0.076606345081118;0.074815664909006;0.049257551266969;0.15058405249767;0.075163534915812
657564;XXX BORDEAUX 1057;1;TOTAL SDV;Periode en cours;5.3244898653068;5.1902717848736;4.2828136135755;5.3774063195009;5.335388823941;4.7137179678034;3.668209420008;5.1763799857645;5.4068984406703;5.2476752198164;5.2115223713759;5.0263393338072
657564;XXX BORDEAUX 1057;1;TOTAL SDV;A-1;5.444533288374;4.7638466513315;4.4479892175725;5.2740774954374;5.3087170617335;5.0511462303839;3.8799284017583;5.6135153489238;5.7762945567678;5.8469250069923;5.4199198185618;5.4914724521987
0;XXX BORDEAUX 1057;1;TOTAL SDV;Ecart vs A-1;-0.12004342306721;0.42642513354211;-0.16517560399696;0.10332882406356;0.02667176220746;-0.33742826258049;-0.21171898175032;-0.43713536315934;-0.36939611609753;-0.59924978717595;-0.20839744718586;-0.46513311839147
661318;XXX CARBONNE 1227;1;TOTAL SDV;Periode en cours;12.501023552944;11.891747125582;11.407825290246;11.31920942919;12.256672164333;11.406941568752;10.283862634607;12.537720116454;13.100873201912;13.011484119927;12.001675655912;12.762906981872
661318;XXX CARBONNE 1227;1;TOTAL SDV;A-1;12.675355037205;13.074449839338;13.197312549103;11.427101543448;11.735375441646;10.832387220729;10.001835499802;12.212916022904;12.450559741078;11.572348108368;10.905597532483;12.289802999855
0;XXX CARBONNE 1227;1;TOTAL SDV;Ecart vs A-1;-0.17433148426088;-1.18270271375562;-1.7894872588564;-0.10789211425794;0.52129672268715;0.57455434802292;0.28202713480522;0.32480409354995;0.65031346083467;1.4391360115597;1.0960781234293;0.47310398201741
661342;XXX TOULOUSE 1358;1;TOTAL SDV;Periode en cours;2.7921479949852;2.4949602403139;2.3396374174324;2.8320230031169;2.9359181336281;2.8514768232898;2.1221223677384;2.9501913220386;3.2732282404567;3.1776937290918;3.2884150855068;3.1555587246804
661342;XXX TOULOUSE 1358;1;TOTAL SDV;A-1;2.4906483169503;2.3056195207484;2.1276126107258;2.4252653043483;2.4932955526374;2.4054648504217;1.8372129928488;2.6293494849965;2.8385601723243;2.7668584814378;2.710609169887;2.7655308655433
0;XXX TOULOUSE 1358;1;TOTAL SDV;Ecart vs A-1;0.3014996780349;0.18934071956547;0.21202480670659;0.40675769876863;0.4426225809907;0.44601197286812;0.28490937488962;0.32084183704213;0.43466806813241;0.41083524765401;0.57780591561981;0.39002785913705
